ID,Code,Salary,Occupacy,Ages,Weight,Size,Feet_size,Performance
14536,23*****,Medium,Y,17+,74.2,135.0,37,0
14537,34*****,High,Y,17+,72.1,139.1,42,0
14538,56*****,Medium,Y,<17,28.1,108.8,36,1
14539,56*****,High,Y,17+,24.4,179.2,38,1
14540,23*****,High,Y,<17,34.5,178.3,34,0
14541,45*****,High,Y,<17,40.6,181.6,39,0
14542,12*****,Medium,Y,<17,21.8,149.1,42,1
14543,12*****,Low,N,17+,22.4,157.3,39,0
14544,12*****,High,Y,<17,72.5,177.3,34,0
14545,12*****,High,Y,<17,46.2,192.7,39,0
14546,56*****,High,Y,<17,56.1,172.5,34,0
14547,56*****,Medium,Y,<17,72.9,124.4,34,1
14548,45*****,Medium,Y,<17,29.1,163.4,40,1
14549,12*****,Medium,Y,17+,25.9,161.9,38,1
14550,34*****,High,Y,<17,71.4,108.4,41,1
14551,12*****,Medium,Y,<17,38.8,186.6,39,1
14552,12*****,Medium,Y,<17,32.6,170.4,39,0
14553,12*****,Medium,Y,<17,70.7,125.4,35,0
14554,56*****,Low,N,17+,73.1,158.1,42,1
14555,23*****,Low,N,17+,24.5,126.8,34,0
14556,45*****,High,Y,<17,73.7,151.4,38,1
14557,34*****,Low,N,<17,20.3,155.5,35,1
14558,56*****,Medium,Y,<17,20.4,118.0,42,0
14559,56*****,High,Y,17+,71.5,191.4,37,0
14560,56*****,Medium,Y,<17,73.8,189.2,34,0
14561,34*****,Medium,Y,17+,32.5,183.7,36,1
14562,67*****,Medium,Y,<17,78.2,175.4,36,0
14563,12*****,High,Y,<17,36.7,113.1,38,1
14564,23*****,High,Y,<17,51.0,164.5,41,0
14565,23*****,Medium,Y,<17,30.2,146.2,35,0
14566,23*****,Medium,Y,<17,34.1,152.7,39,1
14567,12*****,Low,N,<17,67.8,115.7,40,0
14568,56*****,Low,N,<17,77.7,103.6,35,1
14569,56*****,Medium,Y,<17,79.5,115.5,39,0
14570,56*****,High,Y,17+,38.7,151.2,42,1
14571,45*****,High,Y,<17,75.0,182.4,34,1
14572,45*****,High,Y,<17,45.7,126.3,39,1
14573,23*****,High,Y,<17,40.0,122.6,42,1
14574,34*****,High,Y,<17,63.5,105.1,41,1
14575,12*****,High,Y,<17,41.2,143.5,39,1
14576,34*****,High,Y,<17,42.3,178.3,41,1
14577,56*****,High,Y,17+,75.0,196.6,42,1
14578,45*****,Medium,Y,17+,69.5,101.7,39,0
14579,45*****,Medium,Y,<17,50.4,126.9,41,0
14580,56*****,Medium,Y,17+,78.7,167.4,38,1
14581,45*****,Medium,Y,<17,34.4,124.4,40,1
14582,45*****,Medium,Y,<17,50.1,186.4,42,1
14583,56*****,High,Y,<17,34.2,171.8,34,1
14584,56*****,Medium,Y,<17,28.4,108.6,39,0
14585,45*****,High,Y,<17,28.8,171.3,35,1
14586,56*****,Medium,Y,<17,68.3,174.6,40,1
14587,12*****,High,Y,<17,70.2,181.1,37,1
14588,12*****,High,Y,<17,41.2,119.0,36,1
14589,34*****,High,Y,<17,77.6,158.0,38,1
14590,56*****,High,Y,17+,53.8,100.3,41,1
14591,56*****,High,Y,<17,66.2,152.8,35,1
14592,45*****,High,Y,<17,25.5,191.2,41,1
14593,56*****,High,Y,<17,45.9,105.0,40,1
14594,45*****,High,Y,<17,77.2,153.0,42,1
14595,12*****,Low,N,<17,46.1,174.0,42,0
14596,12*****,High,Y,17+,62.2,113.1,37,0
14597,56*****,Medium,Y,17+,34.1,133.4,42,1
14598,12*****,Low,N,17+,32.6,151.1,34,1
14599,67*****,Medium,Y,<17,23.0,190.0,36,0
14600,12*****,Low,N,<17,49.0,121.8,39,0
14601,56*****,Low,N,<17,56.5,129.8,39,0
14602,23*****,Medium,Y,<17,20.6,178.2,35,1
14603,23*****,Medium,Y,<17,61.7,175.9,42,0
14604,23*****,High,Y,<17,58.4,164.3,42,1
14605,34*****,Low,N,17+,57.4,168.4,35,1
14606,34*****,High,Y,17+,20.2,106.6,40,0
14607,56*****,High,Y,17+,38.5,112.0,41,0
14608,12*****,High,Y,<17,23.7,186.7,42,0
14609,67*****,High,Y,<17,36.5,162.0,40,1
14610,34*****,High,Y,17+,58.9,111.5,34,0
14611,45*****,High,Y,<17,22.4,182.7,42,0
14612,56*****,High,Y,17+,22.0,126.0,34,1
14613,34*****,High,Y,17+,48.8,186.1,34,0
14614,45*****,Medium,Y,<17,58.8,104.2,41,1
14615,23*****,High,Y,<17,57.1,184.9,40,1
14616,12*****,Low,N,<17,40.9,170.4,34,1
14617,23*****,Low,N,<17,69.1,148.1,40,1
14618,56*****,High,Y,17+,29.8,136.4,39,1
14619,34*****,Low,N,<17,60.1,155.7,41,1
14620,56*****,Low,N,17+,44.1,119.2,35,0
14621,45*****,Medium,Y,<17,25.3,107.5,39,1
14622,45*****,Medium,Y,<17,34.2,161.8,34,0
14623,12*****,Medium,Y,<17,22.4,129.1,38,0
14624,23*****,High,Y,<17,41.7,145.2,37,0
14625,12*****,High,Y,<17,56.2,150.7,37,1
14626,12*****,Low,N,17+,76.3,198.0,38,0
14627,34*****,Medium,Y,<17,56.8,173.6,34,1
14628,56*****,Medium,Y,17+,45.2,199.5,41,1
14629,56*****,Medium,Y,<17,37.8,170.4,37,1
14630,56*****,High,Y,<17,36.0,161.4,36,0
14631,67*****,High,Y,<17,54.3,166.7,41,0
14632,34*****,High,Y,<17,38.3,133.7,34,0
14633,56*****,Low,N,<17,63.6,162.8,36,0
14634,12*****,High,Y,<17,66.3,186.5,39,0
14635,12*****,Medium,Y,<17,74.0,163.8,41,0
14636,12*****,High,Y,17+,47.7,172.3,37,1
14637,12*****,Medium,Y,<17,60.3,115.1,34,1
14638,34*****,Low,N,<17,32.6,171.3,34,1
14639,45*****,High,Y,<17,78.7,113.8,40,0
14640,56*****,High,Y,<17,40.5,158.9,39,0
14641,67*****,High,Y,<17,24.5,104.1,34,0
14642,23*****,Medium,Y,<17,52.6,151.9,39,0
14643,56*****,Medium,Y,<17,61.1,166.8,42,0
14644,45*****,Low,N,<17,52.5,184.6,36,0
14645,34*****,Medium,Y,<17,25.6,169.3,40,1
14646,12*****,Low,N,17+,46.1,184.8,39,1
14647,12*****,Low,N,<17,66.8,140.3,38,1
14648,67*****,High,Y,<17,60.9,121.1,36,1
14649,12*****,High,Y,<17,32.9,125.4,39,0
14650,45*****,High,Y,17+,72.3,105.4,36,0
14651,23*****,Medium,Y,17+,25.8,186.9,36,1
14652,34*****,Low,N,17+,72.9,101.2,37,0
14653,67*****,Medium,Y,17+,58.1,160.7,34,0
14654,12*****,High,Y,<17,31.1,182.4,37,0
14655,12*****,Medium,Y,17+,56.7,138.3,35,0
14656,56*****,Medium,Y,<17,45.8,117.8,39,0
14657,23*****,Low,N,<17,61.4,161.8,40,1
14658,56*****,Medium,Y,<17,48.1,134.0,39,0
14659,12*****,High,Y,17+,55.2,185.2,36,1
14660,45*****,High,Y,<17,34.9,102.9,35,1
14661,56*****,Low,N,<17,75.8,163.8,41,0
14662,23*****,Medium,Y,17+,40.1,127.3,41,1
14663,56*****,Medium,Y,17+,30.6,112.8,34,0
14664,23*****,High,Y,<17,79.5,156.9,38,0
14665,56*****,High,Y,<17,66.2,135.8,42,1
14666,56*****,Medium,Y,17+,74.3,185.1,39,0
14667,12*****,Medium,Y,<17,67.4,162.4,36,0
14668,23*****,Medium,Y,<17,62.6,159.3,38,0
14669,45*****,Medium,Y,<17,32.0,103.8,38,1
14670,23*****,Medium,Y,17+,44.2,118.8,38,1
14671,56*****,Medium,Y,,34.1,160.2,40,0
14672,56*****,Medium,Y,17+,71.4,120.8,38,0
14673,23*****,High,Y,17+,33.2,178.3,38,1
14674,12*****,Low,N,<17,21.7,151.1,35,1
14675,45*****,High,Y,17+,70.7,142.1,35,1
14676,34*****,High,Y,17+,55.4,184.8,36,1
14677,23*****,High,Y,17+,66.8,124.5,38,0
14678,67*****,Medium,Y,<17,66.8,110.5,41,1
14679,12*****,Low,N,<17,51.2,185.1,35,0
14680,45*****,Low,N,<17,64.0,180.5,37,1
14681,23*****,Medium,Y,<17,48.2,193.5,34,1
14682,45*****,Medium,Y,<17,23.0,113.9,41,0
14683,34*****,Medium,Y,17+,29.3,181.5,40,0
14684,12*****,Medium,Y,<17,57.5,172.7,35,1
14685,45*****,Low,N,<17,42.0,124.4,36,1
14686,56*****,Medium,Y,17+,59.3,136.1,36,1
14687,45*****,Medium,Y,<17,50.9,124.9,38,0
14688,56*****,High,Y,<17,22.6,113.3,41,0
14689,12*****,Medium,Y,<17,24.4,188.6,37,1
14690,67*****,Medium,Y,17+,73.5,177.0,37,0
14691,34*****,High,Y,<17,38.4,171.7,40,0
14692,45*****,High,Y,17+,20.1,164.9,40,0
14693,23*****,Medium,Y,<17,46.8,107.3,40,1
14694,23*****,High,Y,17+,37.4,138.6,42,0
14695,45*****,High,Y,<17,69.2,126.7,41,0
14696,12*****,Low,N,<17,75.7,186.7,40,1
14697,34*****,High,Y,<17,68.9,135.2,34,0
14698,12*****,Medium,Y,<17,29.9,116.2,41,1
14699,45*****,High,Y,<17,30.5,128.9,38,0
14700,45*****,High,Y,<17,33.2,114.7,37,0
14701,67*****,Low,N,17+,47.3,100.6,41,1
14702,56*****,Low,N,<17,25.2,176.5,35,1
14703,23*****,High,Y,<17,78.0,125.3,37,1
14704,45*****,High,Y,<17,32.0,101.0,34,1
14705,45*****,Low,N,17+,60.5,124.0,35,0
14706,56*****,Medium,Y,<17,58.1,126.0,34,1
14707,23*****,High,Y,17+,73.3,182.1,34,1
14708,34*****,High,Y,17+,28.6,177.9,40,1
14709,67*****,Medium,Y,17+,28.2,107.4,37,1
14710,56*****,Low,N,17+,49.3,161.0,39,0
14711,45*****,High,Y,<17,59.6,150.7,42,0
14712,34*****,Medium,Y,<17,21.0,191.0,40,1
14713,56*****,Low,N,<17,77.7,101.5,34,1
14714,23*****,Low,N,17+,34.8,172.0,35,1
14715,23*****,Medium,Y,<17,68.8,100.1,40,0
14716,23*****,Low,N,17+,35.1,179.1,38,1
14717,34*****,High,Y,<17,71.9,185.7,35,1
14718,67*****,Medium,Y,<17,61.7,163.1,37,1
14719,45*****,High,Y,17+,54.2,147.7,37,0
14720,34*****,Medium,Y,<17,68.6,158.2,40,0
14721,12*****,Medium,Y,<17,75.9,121.4,36,0
14722,12*****,Low,N,<17,71.9,104.3,36,1
14723,12*****,High,Y,,65.8,150.4,40,1
14724,67*****,Low,N,17+,51.2,198.5,34,0
14725,56*****,Medium,Y,<17,31.2,113.4,34,0
14726,23*****,High,Y,<17,72.9,164.8,35,1
14727,23*****,Medium,Y,17+,54.8,141.9,42,1
14728,34*****,Medium,Y,<17,30.1,151.5,36,1
14729,34*****,Low,N,17+,30.5,151.2,37,1
14730,12*****,High,Y,<17,44.5,115.3,39,1
14731,56*****,Low,N,17+,71.8,155.6,42,0
14732,23*****,High,Y,17+,26.2,117.3,38,0
14733,12*****,Medium,Y,17+,61.2,154.2,36,1
14734,23*****,High,Y,<17,22.5,190.0,37,0
14735,45*****,High,Y,17+,74.3,117.5,35,0
14736,45*****,Low,N,<17,79.6,168.9,34,1
14737,56*****,Low,N,17+,28.4,172.4,41,0
14738,34*****,Medium,Y,,75.0,188.2,40,1
14739,12*****,High,Y,<17,57.5,140.8,40,1
14740,34*****,Low,N,<17,34.4,136.4,41,1
14741,12*****,High,Y,<17,69.2,113.6,38,1
14742,23*****,Medium,Y,17+,64.1,186.6,34,1
14743,34*****,Low,N,<17,37.2,143.4,37,0
14744,34*****,High,Y,<17,57.3,147.9,38,0
14745,45*****,High,Y,17+,56.7,126.3,40,0
14746,67*****,Low,N,17+,43.3,122.5,40,0
14747,34*****,Low,N,<17,76.7,162.0,35,0
14748,45*****,High,Y,<17,73.1,194.9,34,0
14749,56*****,High,Y,<17,73.0,159.9,37,0
14750,12*****,Medium,Y,<17,55.7,105.9,37,1
14751,23*****,High,Y,17+,75.9,197.4,36,1
14752,45*****,Medium,Y,<17,72.5,184.7,35,0
14753,12*****,Medium,Y,<17,79.0,144.8,39,0
14754,56*****,Medium,Y,17+,76.2,180.5,42,0
14755,45*****,High,Y,<17,77.2,113.2,42,0
14756,56*****,High,Y,17+,76.1,107.3,39,1
14757,12*****,High,Y,17+,47.9,130.8,40,1
14758,12*****,High,Y,<17,48.3,192.0,42,1
14759,56*****,High,Y,<17,70.0,172.6,36,1
14760,56*****,High,Y,<17,46.1,110.0,38,1
14761,23*****,Medium,Y,17+,25.6,189.7,42,0
14762,12*****,High,Y,<17,60.5,123.5,39,1
14763,56*****,Low,N,17+,76.7,113.3,37,1
14764,45*****,High,Y,17+,48.5,152.7,37,1
14765,23*****,High,Y,<17,36.5,172.6,39,0
14766,12*****,High,Y,17+,64.1,164.5,37,0
14767,56*****,Medium,Y,<17,70.5,101.0,36,0
14768,12*****,Medium,Y,<17,36.0,125.3,36,1
14769,56*****,Medium,Y,17+,38.4,124.5,35,0
14770,56*****,Medium,Y,<17,21.7,119.6,40,1
14771,23*****,High,Y,17+,46.2,180.4,40,1
14772,56*****,Low,N,<17,29.6,149.7,39,1
14773,45*****,Medium,Y,<17,39.5,105.0,36,0
14774,67*****,Low,N,<17,39.0,187.1,37,0
14775,34*****,High,Y,<17,41.2,156.0,38,0
14776,56*****,Low,N,17+,73.7,122.9,37,0
14777,34*****,Medium,Y,17+,53.0,150.0,35,0
14778,12*****,Medium,Y,<17,60.5,162.9,41,0
14779,12*****,Medium,Y,<17,62.9,144.6,38,1
14780,56*****,High,Y,17+,47.4,179.2,39,0
14781,12*****,High,Y,<17,46.8,175.4,40,1
14782,23*****,High,Y,<17,22.8,189.2,40,1
14783,56*****,High,Y,17+,76.3,157.8,37,0
14784,45*****,Medium,Y,17+,73.8,132.9,41,0
14785,56*****,High,Y,<17,49.8,111.2,38,1
14786,12*****,High,Y,17+,27.0,123.5,37,0
14787,34*****,Medium,Y,17+,66.4,176.4,34,1
14788,12*****,Medium,Y,17+,48.5,148.8,35,1
14789,56*****,High,Y,<17,78.3,106.5,34,1
14790,12*****,Low,N,<17,52.6,177.6,36,0
14791,56*****,High,Y,<17,52.5,185.2,41,0
14792,12*****,Medium,Y,<17,32.6,197.6,34,0
14793,12*****,Low,N,<17,22.1,181.7,38,0
14794,12*****,High,Y,17+,79.9,124.0,36,0
14795,34*****,High,Y,17+,64.2,197.1,42,0
14796,23*****,High,Y,<17,33.1,194.5,39,1
14797,34*****,Low,N,17+,39.2,189.2,37,1
14798,45*****,High,Y,17+,53.2,121.1,39,1
14799,34*****,Medium,Y,<17,36.8,178.7,38,1
14800,56*****,High,Y,<17,51.4,111.9,38,0
14801,45*****,Medium,Y,<17,75.2,176.0,42,0
14802,45*****,High,Y,<17,56.3,106.7,40,1
14803,34*****,Medium,Y,<17,60.0,175.1,36,1
14804,45*****,High,Y,<17,47.1,156.4,36,1
14805,45*****,High,Y,<17,36.9,173.9,42,0
14806,67*****,Medium,Y,17+,20.4,143.2,37,0
14807,12*****,Medium,Y,<17,39.5,160.7,35,1
14808,56*****,High,Y,<17,27.9,103.2,36,0
14809,56*****,Low,N,<17,74.1,192.5,41,0
14810,34*****,Medium,Y,<17,65.7,182.3,42,1
14811,67*****,High,Y,<17,48.4,115.4,36,0
14812,12*****,Medium,Y,17+,79.9,171.5,42,0
14813,45*****,Low,N,17+,30.2,189.5,37,0
14814,12*****,Low,N,<17,40.7,127.1,38,1
14815,34*****,Medium,Y,<17,38.3,172.9,42,0
14816,12*****,High,Y,<17,77.3,102.9,36,0
14817,12*****,High,Y,<17,28.6,175.4,36,0
14818,34*****,High,Y,17+,59.8,187.6,34,0
14819,34*****,High,Y,17+,46.5,139.8,38,1
14820,23*****,High,Y,17+,46.9,195.1,39,0
14821,23*****,Medium,Y,<17,46.1,184.3,42,0
14822,56*****,Medium,Y,17+,31.9,180.4,42,1
14823,45*****,Medium,Y,<17,69.7,192.0,35,0
14824,34*****,Low,N,17+,23.4,135.5,42,1
14825,67*****,High,Y,<17,37.9,139.5,34,0
14826,12*****,High,Y,<17,26.8,153.5,42,0
14827,56*****,Medium,Y,17+,42.4,100.6,40,1
14828,34*****,High,Y,<17,32.0,160.6,34,0
14829,45*****,High,Y,17+,64.6,100.2,39,0
14830,56*****,High,Y,17+,25.7,100.2,40,0
14831,23*****,High,Y,17+,33.8,123.7,38,0
14832,67*****,Low,N,<17,62.9,186.0,42,1
14833,45*****,High,Y,<17,62.6,193.8,35,1
14834,12*****,Medium,Y,<17,41.1,116.8,42,1
14835,56*****,Medium,Y,17+,46.3,122.1,38,0
14836,56*****,High,Y,17+,51.4,166.3,37,1
14837,67*****,High,Y,<17,74.1,140.6,35,0
14838,34*****,Medium,Y,17+,74.6,130.2,41,1
14839,56*****,High,Y,17+,66.1,188.0,37,1
14840,67*****,High,Y,<17,65.0,191.3,39,0
14841,12*****,Medium,Y,17+,34.2,177.6,37,0
14842,34*****,High,Y,17+,32.0,108.3,41,1
14843,56*****,Low,N,17+,49.8,181.9,35,0
14844,56*****,Medium,Y,<17,49.4,163.1,40,0
14845,12*****,Low,N,17+,63.4,124.6,36,0
14846,56*****,Low,N,<17,25.2,115.2,39,0
14847,34*****,High,Y,17+,74.8,164.9,35,0
14848,45*****,Medium,Y,17+,48.3,180.0,42,0
14849,12*****,High,Y,<17,52.8,129.2,41,1
14850,45*****,High,Y,<17,75.4,129.2,39,0
14851,45*****,Medium,Y,<17,41.5,160.8,42,1
14852,23*****,High,Y,<17,54.9,111.8,34,0
14853,34*****,High,Y,,39.8,164.5,42,1
14854,34*****,Medium,Y,<17,67.0,106.1,40,0
14855,67*****,Medium,Y,<17,24.0,113.7,39,0
14856,12*****,High,Y,<17,53.4,161.8,41,0
14857,34*****,High,Y,17+,42.6,160.6,41,0
14858,34*****,High,Y,<17,40.1,108.8,36,1
14859,67*****,High,Y,17+,27.3,186.2,34,0
14860,56*****,Low,N,<17,38.5,165.9,38,0
14861,34*****,High,Y,<17,67.7,136.0,39,0
14862,45*****,Medium,Y,,47.8,138.9,37,1
14863,56*****,High,Y,<17,66.0,164.8,37,0
14864,12*****,High,Y,<17,64.8,152.9,34,0
14865,56*****,High,Y,17+,21.0,107.5,42,0
14866,12*****,Medium,Y,17+,66.6,170.3,37,0
14867,23*****,High,Y,17+,51.8,187.5,38,1
14868,34*****,Low,N,17+,28.2,157.6,38,1
14869,67*****,Medium,Y,17+,56.2,117.5,36,0
14870,56*****,Medium,Y,<17,52.5,177.3,34,0
14871,56*****,Medium,Y,<17,78.4,124.2,38,1
14872,45*****,High,Y,17+,38.3,160.6,36,0
14873,12*****,High,Y,17+,23.4,180.5,38,1
14874,12*****,Medium,Y,<17,56.8,171.4,40,0
14875,12*****,Low,N,17+,74.1,174.6,36,1
14876,34*****,High,Y,<17,26.5,123.6,36,0
14877,56*****,High,Y,17+,77.6,180.0,39,1
14878,56*****,High,Y,17+,20.1,160.8,37,1
14879,12*****,High,Y,<17,62.4,121.2,41,0
14880,56*****,High,Y,<17,25.5,173.9,35,0
14881,45*****,Low,N,<17,75.7,188.2,40,1
14882,34*****,High,Y,<17,39.6,158.5,35,0
14883,56*****,Medium,Y,<17,30.8,131.3,39,1
14884,23*****,High,Y,17+,47.2,173.6,38,0
14885,34*****,High,Y,17+,24.9,153.3,35,0
14886,45*****,Low,N,<17,29.8,192.0,35,0
14887,45*****,High,Y,<17,79.3,165.6,36,0
14888,56*****,Low,N,17+,65.3,125.3,39,1
14889,12*****,Low,N,17+,46.5,185.5,34,0
14890,67*****,High,Y,<17,35.9,183.3,34,1
14891,56*****,High,Y,<17,52.8,186.7,37,0
14892,56*****,Medium,Y,<17,32.5,137.4,38,0
14893,56*****,Medium,Y,17+,78.9,116.9,35,0
14894,56*****,High,Y,17+,45.9,121.1,40,0
14895,56*****,Low,N,17+,48.4,196.7,35,1
14896,12*****,High,Y,17+,63.3,114.6,39,1
14897,23*****,High,Y,<17,42.7,109.6,35,0
14898,45*****,Medium,Y,<17,67.9,138.2,34,0
14899,12*****,High,Y,<17,23.6,118.5,36,1
14900,67*****,Medium,Y,<17,79.3,162.9,36,1
14901,56*****,High,Y,17+,63.7,187.8,36,0
14902,56*****,High,Y,17+,56.3,140.8,39,0
14903,12*****,Medium,Y,<17,42.3,177.4,38,0
14904,45*****,High,Y,17+,32.7,132.7,34,0
14905,45*****,Medium,Y,<17,50.0,154.7,37,1
14906,34*****,High,Y,<17,23.1,134.4,34,0
14907,12*****,High,Y,<17,47.0,157.2,38,0
14908,12*****,Medium,Y,17+,61.0,184.7,38,0
14909,34*****,High,Y,<17,75.5,134.5,40,0
14910,45*****,Low,N,<17,69.6,158.5,39,1
14911,23*****,High,Y,<17,31.3,142.5,40,1
14912,67*****,Medium,Y,<17,53.7,101.6,39,0
14913,67*****,High,Y,17+,63.1,190.3,41,1
14914,12*****,High,Y,<17,73.8,109.1,36,1
14915,34*****,High,Y,<17,36.2,186.7,35,0
14916,67*****,High,Y,<17,75.0,161.5,34,1
14917,45*****,Medium,Y,<17,30.7,193.3,35,0
14918,12*****,Medium,Y,17+,25.2,139.0,41,0
14919,45*****,Medium,Y,<17,62.2,108.8,38,1
14920,12*****,High,Y,<17,76.9,144.4,37,0
14921,56*****,High,Y,,35.9,139.7,38,0
14922,12*****,Medium,Y,<17,53.9,197.9,37,0
14923,45*****,Medium,Y,17+,61.6,145.2,42,0
14924,12*****,High,Y,<17,54.3,170.7,35,1
14925,56*****,Medium,Y,<17,36.9,165.0,41,1
14926,12*****,Medium,Y,17+,55.4,141.4,38,0
14927,12*****,High,Y,<17,26.4,124.2,37,1
14928,23*****,High,Y,<17,62.0,149.3,41,1
14929,45*****,Medium,Y,17+,44.1,198.4,42,0
14930,67*****,High,Y,17+,40.8,169.6,39,1
14931,45*****,High,Y,17+,61.6,181.2,36,0
14932,45*****,Low,N,<17,37.6,180.3,40,0
14933,34*****,High,Y,<17,77.1,157.0,39,0
14934,45*****,High,Y,<17,24.6,116.6,40,0
14935,12*****,High,Y,<17,48.8,179.6,38,1
14936,56*****,Medium,Y,<17,25.0,125.8,35,0
14937,45*****,High,Y,<17,66.5,165.9,38,1
14938,34*****,High,Y,17+,49.1,179.4,41,1
14939,67*****,Low,N,<17,35.2,137.1,34,0
14940,45*****,High,Y,<17,39.1,173.8,37,0
14941,45*****,High,Y,<17,37.5,101.0,37,1
14942,56*****,Medium,Y,17+,45.0,143.6,34,1
14943,67*****,Medium,Y,<17,73.3,165.7,34,1
14944,34*****,High,Y,<17,64.0,158.5,36,0
14945,12*****,Medium,Y,<17,54.9,110.4,35,0
14946,34*****,Medium,Y,<17,70.1,130.4,36,1
14947,34*****,Medium,Y,<17,34.4,166.3,36,0
14948,45*****,High,Y,17+,44.3,147.6,39,0
14949,12*****,High,Y,<17,50.5,127.3,36,0
14950,45*****,High,Y,17+,44.9,101.4,34,0
14951,56*****,Medium,Y,<17,24.3,152.7,38,0
14952,23*****,Low,N,<17,63.9,147.4,35,1
14953,67*****,Medium,Y,<17,38.1,119.8,40,1
14954,34*****,Medium,Y,<17,50.4,121.0,42,1
14955,56*****,High,Y,17+,46.6,180.1,39,0
14956,23*****,Low,N,<17,30.5,121.8,36,0
14957,56*****,Low,N,<17,49.4,105.4,35,0
14958,23*****,Medium,Y,<17,63.7,123.2,35,1
14959,56*****,Medium,Y,<17,39.0,141.0,39,1
14960,56*****,Medium,Y,<17,70.2,182.1,34,0
14961,45*****,High,Y,<17,64.5,117.4,36,1
14962,12*****,High,Y,<17,47.0,173.9,38,0
14963,34*****,High,Y,17+,28.5,115.9,34,1
14964,34*****,High,Y,<17,75.6,127.2,40,0
14965,56*****,High,Y,17+,29.5,135.2,39,1
14966,45*****,Medium,Y,<17,73.5,168.5,36,1
14967,23*****,High,Y,<17,62.2,188.7,42,0
14968,34*****,Medium,Y,17+,36.9,179.6,35,1
14969,45*****,Low,N,17+,70.0,102.9,40,1
14970,67*****,High,Y,<17,56.1,196.3,37,1
14971,12*****,Medium,Y,<17,70.7,183.7,36,0
14972,56*****,Medium,Y,<17,67.1,139.7,41,1
14973,56*****,High,Y,17+,61.9,109.0,35,0
14974,45*****,Medium,Y,<17,33.6,161.1,41,1
14975,56*****,High,Y,<17,25.5,199.2,38,0
14976,34*****,High,Y,<17,64.5,196.3,38,1
14977,56*****,Low,N,<17,68.4,107.3,37,0
14978,56*****,Medium,Y,,23.0,114.6,39,1
14979,45*****,High,Y,17+,54.8,122.8,36,0
14980,56*****,High,Y,<17,44.3,147.8,42,0
14981,45*****,High,Y,17+,53.8,130.7,40,0
14982,45*****,High,Y,17+,68.2,103.2,34,0
14983,56*****,Low,N,<17,21.9,124.8,36,1
14984,56*****,High,Y,<17,58.5,172.2,37,1
14985,12*****,High,Y,<17,33.3,155.3,37,1
14986,34*****,High,Y,<17,29.2,183.0,34,0
14987,12*****,High,Y,17+,34.6,125.8,41,1
14988,12*****,High,Y,17+,20.6,162.4,36,0
14989,45*****,High,Y,17+,66.7,121.5,37,0
14990,45*****,High,Y,<17,44.5,193.0,36,0
14991,12*****,Low,N,17+,67.4,139.2,40,1
14992,23*****,High,Y,17+,78.4,199.1,41,0
14993,45*****,Low,N,<17,33.6,163.9,40,0
14994,12*****,High,Y,17+,60.3,181.9,36,0
14995,23*****,High,Y,17+,68.8,138.7,39,1
14996,12*****,Low,N,17+,67.6,181.7,36,1
14997,56*****,Low,N,<17,49.5,194.8,37,1
14998,45*****,High,Y,<17,29.4,162.7,37,0
14999,67*****,Medium,Y,17+,74.1,164.9,42,1
15000,23*****,Medium,Y,<17,68.8,167.2,35,1
15001,34*****,Low,N,17+,52.8,106.5,37,1
15002,23*****,High,Y,<17,78.9,133.2,37,1
15003,56*****,Low,N,<17,79.3,120.3,38,1
15004,34*****,High,Y,17+,39.9,184.8,41,1
15005,56*****,Low,N,17+,37.6,125.5,42,0
15006,12*****,High,Y,<17,23.4,108.6,35,0
15007,12*****,Medium,Y,<17,33.3,194.9,37,0
15008,45*****,Low,N,17+,49.0,198.1,39,1
15009,45*****,High,Y,<17,26.9,120.3,39,1
15010,12*****,High,Y,17+,70.4,183.0,38,1
15011,56*****,High,Y,<17,70.9,111.7,35,1
15012,56*****,Medium,Y,17+,74.0,108.7,38,0
15013,12*****,Medium,Y,17+,38.3,188.9,38,0
15014,23*****,High,Y,<17,58.8,146.6,41,0
15015,45*****,High,Y,<17,65.3,172.4,35,0
15016,67*****,Medium,Y,17+,33.8,100.3,36,1
15017,23*****,High,Y,<17,40.7,122.4,38,0
15018,45*****,Medium,Y,17+,20.8,188.1,41,1
15019,56*****,Low,N,<17,78.8,116.0,41,0
15020,56*****,High,Y,17+,26.3,197.4,36,0
15021,12*****,Medium,Y,17+,36.3,116.6,41,1
15022,45*****,High,Y,<17,68.7,157.7,35,1
15023,56*****,Low,N,17+,64.7,127.8,38,0
15024,12*****,High,Y,<17,32.6,112.4,34,0
15025,56*****,High,Y,17+,77.9,100.6,37,1
15026,23*****,High,Y,17+,69.2,130.7,36,0
15027,23*****,High,Y,<17,75.5,185.1,38,0
15028,56*****,Medium,Y,<17,79.0,145.3,41,0
15029,67*****,Low,N,<17,33.3,141.9,39,1
15030,12*****,Medium,Y,17+,44.2,195.8,38,1
15031,56*****,High,Y,17+,42.3,164.0,36,0
15032,12*****,Medium,Y,<17,49.6,107.7,35,1
15033,56*****,High,Y,17+,74.4,179.1,39,0
15034,23*****,Low,N,<17,71.6,161.4,42,0
15035,56*****,High,Y,<17,55.5,178.2,40,1
15036,45*****,High,Y,<17,23.4,112.1,35,0
15037,45*****,Low,N,<17,68.7,167.4,41,0
15038,12*****,Low,N,<17,64.8,159.4,40,1
15039,12*****,High,Y,<17,66.6,193.5,34,0
15040,56*****,High,Y,<17,40.1,164.0,38,1
